id,english,twi,source
8211,I'd like to say a few words.,,verified_data
8212,Asamoah acknowledges that he was defeated.,,verified_data
8213,He dressed like a girl.,,verified_data
8214,My hobby is listening to music.,,verified_data
8215,Wait for us.,,verified_data
8216,Only peace can save the world.,,verified_data
8217,Leave your coffee there so it can cool off.,,verified_data
8218,Asamoah doesn't think that he needs to use deodorant.,,verified_data
8219,You're doing it wrong.,,verified_data
8220,She dumped him for a younger man.,,verified_data
8221,"Asamoah can write almost like a native speaker, but his pronunciation is terrible.",,verified_data
8222,What would you like to do?,,verified_data
8223,"Beetles, butterflies and cockroaches are insects.",,verified_data
8224,Asamoah has lost control.,,verified_data
8225,Asamoah isn't in Boston anymore.,,verified_data
8226,This book was very interesting.,,verified_data
8227,I was told I couldn't do that.,,verified_data
8228,Asamoah carved his initials on the large oak tree in front of the school.,,verified_data
8229,He came five minutes after the bell had rung.,,verified_data
8230,The field is full of wild flowers.,,verified_data
8231,What a wonderful family.,,verified_data
8232,Asamoah can walk on his hands.,,verified_data
8233,I want this.,,verified_data
8234,She wrote to him to tell him how wonderful he was.,,verified_data
8235,May I use the toilet?,,verified_data
8236,I'm reading the New York Times.,,verified_data
8237,Freedom is not free.,,verified_data
8238,The door won't budge.,,verified_data
8239,Are you rich?,,verified_data
8240,Do you have any small change?,,verified_data
8241,The hungry boys ate everything on the table.,,verified_data
8242,You've drunk three cups of coffee.,,verified_data
8243,We've been looking for you everywhere.,,verified_data
8244,Asamoah poured himself another glass.,,verified_data
8245,Does prison reform criminals?,,verified_data
8246,I saw the match on television.,,verified_data
8247,I am exhausted.,,verified_data
8248,He loves writing articles for Wikipedia.,,verified_data
8249,You're the only person that can persuade him.,,verified_data
8250,What made you suspicious?,,verified_data
8251,Thanks for coming.,,verified_data
8252,I cannot help you.,,verified_data
8253,I hope you're not making a mistake.,,verified_data
8254,This watch needs to be repaired.,,verified_data
8255,What are his official job duties?,,verified_data
8256,I'd just like to have a quick conversation with Asamoah before we leave.,,verified_data
8257,The ship is not equipped with radar.,,verified_data
8258,"If I were you, I would also do the same.",,verified_data
8259,I've got a headache.,,verified_data
8260,He reminded me not to forget my passport.,,verified_data
8261,She revealed her secret to us.,,verified_data
8262,Did you call Asamoah?,,verified_data
8263,I don't know yet.,,verified_data
8264,What time is the flight?,,verified_data
8265,A cow is a useful animal.,,verified_data
8266,How far is it from here to the station?,,verified_data
8267,What did she say?,,verified_data
8268,I do not have much time.,,verified_data
8269,I know you weren't planning to come.,,verified_data
8270,I know that I am a good teacher.,,verified_data
8271,Would it be ethical to sacrifice one person to save many?,,verified_data
8272,What's your favorite pun?,,verified_data
8273,I'm not sure this is a good idea.,,verified_data
8274,I don't know what to tell you.,,verified_data
8275,She's two years older than him.,,verified_data
8276,Asamoah doesn't know why Boatemaa was crying.,,verified_data
8277,I saw the two together on several occasions.,,verified_data
8278,We rested for a while.,,verified_data
8279,I've learned a lot about modern authors.,,verified_data
8280,Please say hello to your wife for me.,,verified_data
8281,They will go there with me.,,verified_data
8282,I want a box three times as large as this.,,verified_data
8283,Are you happy here?,,verified_data
8284,Where is your money?,,verified_data
8285,I like your idea.,,verified_data
8286,She's the perfect housewife.,,verified_data
8287,Hurry up or we'll miss the train!,,verified_data
8288,Rice grows in warm climates.,,verified_data
8289,Asamoah claims that he can read people's minds.,,verified_data
8290,The transition won't be easy.,,verified_data
8291,The siren blew.,,verified_data
8292,The airplane is ready for takeoff.,,verified_data
8293,I'd prefer that black one over there.,,verified_data
8294,I am convinced that he is innocent.,,verified_data
8295,Thanks for coming over tonight.,,verified_data
8296,Asamoah seems to be lost.,,verified_data
8297,I want you to help us find out who killed Asamoah.,,verified_data
8298,"Without water, the soldiers would have died.",,verified_data
8299,You were just in the wrong place at the wrong time.,,verified_data
8300,Can you take me there?,,verified_data
8301,Asamoah heard that Boatemaa was sick.,,verified_data
8302,She rarely goes out on Sundays.,,verified_data
8303,The plane was about to take off when I heard a strange sound.,,verified_data
8304,Asamoah wanted to know Boatemaa's phone number.,,verified_data
8305,It's too late to apologize now.,,verified_data
8306,"She is two years old, but she can already count to 100.",,verified_data
8307,I'm going to join the school orchestra.,,verified_data
8308,"If I were to be born again, I would be a musician.",,verified_data
8309,Something happened to Asamoah.,,verified_data
8310,Asamoah will fight.,,verified_data
8311,This sentence seems to be grammatically correct.,,verified_data
8312,"If I had enough money, I could buy this book.",,verified_data
8313,Both of us began to smile almost at the same time.,,verified_data
8314,It'll be known sooner or later.,,verified_data
8315,Smoke could be seen pouring out of the window.,,verified_data
8316,This class will be over in ten minutes.,,verified_data
8317,"Which is larger, Japan or England?",,verified_data
8318,I ate fried rice and drank some beer.,,verified_data
8319,I know exactly who Asamoah plans to marry.,,verified_data
8320,Many students live in the suburbs of the city.,,verified_data
8321,Asamoah treats his employees generously.,,verified_data
8322,It's unbearably hot.,,verified_data
8323,The mountain peak was covered with snow.,,verified_data
8324,I like cooking.,,verified_data
8325,You are safe here.,,verified_data
8326,I found the key I was looking for.,,verified_data
8327,I'm sorry to cause you all this trouble.,,verified_data
8328,Come soon or there won't be any food left.,,verified_data
8329,I slept late and I missed the first train.,,verified_data
8330,Is it possible?,,verified_data
8331,A heavy rain began to fall.,,verified_data
8332,Asamoah is pretty dumb.,,verified_data
8333,I know you'll make the right decision.,,verified_data
8334,Science is very exciting.,,verified_data
8335,Asamoah made one last attempt.,,verified_data
8336,Asamoah's field of study is law.,,verified_data
8337,Thousands of people were there.,,verified_data
8338,I have a test next week.,,verified_data
8339,There are three days left till Christmas.,,verified_data
8340,Can I borrow your phone?,,verified_data
8341,Asamoah said that he thought Boatemaa knew who John hoped would win the election.,,verified_data
8342,I'm aware of the danger.,,verified_data
8343,Your daughter isn't a girl anymore.,,verified_data
8344,I compared my car with his.,,verified_data
8345,This is happening too fast.,,verified_data
8346,My mother seldom watches TV at night.,,verified_data
8347,He is also very famous in Japan.,,verified_data
8348,I fished in the Thames River.,,verified_data
8349,He turned traitor.,,verified_data
8350,Asamoah tried to teach Boatemaa how to play bridge.,,verified_data
8351,She has the large house to herself.,,verified_data
8352,I have to ask you something.,,verified_data
8353,The meeting is held twice a month.,,verified_data
8354,I'll give you a piece of good advice.,,verified_data
8355,I couldn't believe what was happening.,,verified_data
8356,"In New York, the dollar was worth eight shillings.",,verified_data
8357,Shall we dance?,,verified_data
8358,Asamoah says he can make a decent living as a sidewalk musician.,,verified_data
8359,The flights haven't left yet.,,verified_data
8360,Are you out of your mind?,,verified_data
8361,"Even though we know smoking is unhealthy, people still smoke.",,verified_data
8362,I have to come on Monday.,,verified_data
8363,He's a devout Catholic.,,verified_data
8364,I don't recognize anyone.,,verified_data
8365,Is the lecture already finished?,,verified_data
8366,Boatemaa was wearing a black sweater when I met her.,,verified_data
8367,I don't want to mislead you.,,verified_data
8368,Asamoah can't come with me to Boston.,,verified_data
8369,This is my cousin.,,verified_data
8370,Asamoah threw the anchor overboard.,,verified_data
8371,It's perfectly understandable.,,verified_data
8372,"Are you happy now, Asamoah?",,verified_data
8373,Does Asamoah go to church every Sunday?,,verified_data
8374,We all work together.,,verified_data
8375,Boatemaa is glowing.,,verified_data
8376,Tell me why you weren't here yesterday.,,verified_data
8377,How many schools are there in your city?,,verified_data
8378,Asamoah went to the library to study.,,verified_data
8379,I decided to stay here.,,verified_data
8380,I gave my cold to him.,,verified_data
8381,"She is not my sister, she's my wife.",,verified_data
8382,What time do you usually go to bed?,,verified_data
8383,Asamoah can speak French and English.,,verified_data
8384,Stamps are not sold in this store.,,verified_data
8385,She's a night owl.,,verified_data
8386,What are you staring at?,,verified_data
8387,Asamoah wants me to give you a message.,,verified_data
8388,People are talking.,,verified_data
8389,How much did these glasses cost?,,verified_data
8390,Asamoah said Boston is a nice place to visit.,,verified_data
8391,I asked him to drive me home.,,verified_data
8392,A person with average intelligence would understand that.,,verified_data
8393,She has a lot of gray hair.,,verified_data
8394,Asamoah shouldn't make fun of Boatemaa.,,verified_data
8395,You have to begin as soon as possible.,,verified_data
8396,We both fell asleep.,,verified_data
8397,Asamoah found it difficult to understand Boatemaa.,,verified_data
8398,"If I had left a little earlier, I would have caught the last train.",,verified_data
8399,He promised me that he would come at four.,,verified_data
8400,I programed my first computer game when I was twelve years old.,,verified_data
8401,Will you go in place of me?,,verified_data
8402,Not everybody wants to be an artist.,,verified_data
8403,It will be snowing in Hokkaido now.,,verified_data
8404,I thought you wanted to wait until Asamoah arrived.,,verified_data
8405,She advised him to go abroad while he was still young.,,verified_data
8406,"Last winter, I went skiing in Canada.",,verified_data
8407,Could you speak a little louder?,,verified_data
8408,The moon is out.,,verified_data
8409,Please send me your picture.,,verified_data
8410,Asamoah asked me if I was happy.,,verified_data
8411,I did nothing out of the ordinary.,,verified_data
8412,"As far as I know, the rumor is not true.",,verified_data
8413,Please turn over.,,verified_data
8414,Do you have to make a speech?,,verified_data
8415,The sun has gone down.,,verified_data
8416,Don't get left behind.,,verified_data
8417,What does Asamoah get in return for all the work he's done?,,verified_data
8418,"Yesterday was Sunday, not Saturday.",,verified_data
8419,It's easily done.,,verified_data
8420,I still don't see it.,,verified_data
8421,He is in trouble now.,,verified_data
8422,This isn't the only key.,,verified_data
8423,There are no pens on the desk.,,verified_data
8424,I have some numbness in my left hand.,,verified_data
8425,Asamoah is useless.,,verified_data
8426,What do you feel?,,verified_data
8427,Asamoah lit the stove.,,verified_data
8428,I am ready to do anything for you.,,verified_data
8429,They didn't know anything.,,verified_data
8430,There's no substitute.,,verified_data
8431,"His daughter, as well as his son, were famous.",,verified_data
8432,The teacher called the roll.,,verified_data
8433,As you like.,,verified_data
8434,Please fill out this questionnaire and send it to us.,,verified_data
8435,Asamoah was indiscreet.,,verified_data
8436,They say that he is very rich.,,verified_data
8437,I study English at home.,,verified_data
8438,Are you interested in art?,,verified_data
8439,Have you seen my car keys?,,verified_data
8440,I have just been to the post office.,,verified_data
8441,This book has many beautiful pictures.,,verified_data
8442,I will miss you all.,,verified_data
8443,She is always cheerful.,,verified_data
8444,Asamoah doesn't like beef.,,verified_data
8445,Something terrible has happened.,,verified_data
8446,They were too close to the door to close it.,,verified_data
8447,He fits the description in the newspaper.,,verified_data
8448,I know now what I have to do.,,verified_data
8449,Asamoah has the key.,,verified_data
8450,They ruined my life.,,verified_data
8451,Hide the money.,,verified_data
8452,You aren't special.,,verified_data
8453,He got all he wanted.,,verified_data
8454,I'm happy to see you.,,verified_data
8455,He always leaves the window open while he sleeps.,,verified_data
8456,Where can I get tickets?,,verified_data
8457,I want to know where they hid the money.,,verified_data
8458,That wouldn't surprise me.,,verified_data
8459,Those are my children.,,verified_data
8460,She moved my clothes.,,verified_data
8461,You seem to like fruit.,,verified_data
8462,Asamoah gave Boatemaa a threatening look.,,verified_data
8463,They look great.,,verified_data
8464,These are the new ones.,,verified_data
8465,I can't tell you all my secrets.,,verified_data
8466,Wash your hands before you eat.,,verified_data
8467,Would you like for me to do that for you?,,verified_data
8468,I know what went wrong.,,verified_data
8469,He wrote it hurriedly.,,verified_data
8470,Last week she gave birth to a beautiful daughter.,,verified_data
8471,A lot is at stake.,,verified_data
8472,I know we can do it.,,verified_data
8473,I'm at the hotel.,,verified_data
8474,This adds to my troubles.,,verified_data
8475,Asamoah had no money left.,,verified_data
8476,I'm nervous and excited.,,verified_data
8477,What are you going to do with this car?,,verified_data
8478,I was born with twelve fingers.,,verified_data
8479,I am not your enemy.,,verified_data
8480,Make some noise!,,verified_data
8481,May I set the table?,,verified_data
8482,Our teacher lives close by.,,verified_data
8483,The station is to the west of the hotel.,,verified_data
8484,Asamoah lost a contact lens.,,verified_data
8485,Asamoah will never forgive you.,,verified_data
8486,I have my doubts.,,verified_data
8487,He is living apart from his wife.,,verified_data
8488,He arrived at midnight.,,verified_data
8489,He was not just a father to me.,,verified_data
8490,Asamoah likes to do things by himself.,,verified_data
8491,You've got to read this.,,verified_data
8492,I'm beat. I've been working from dawn to dusk.,,verified_data
8493,Call me up at seven in the morning.,,verified_data
8494,My father has been dead for three years.,,verified_data
8495,The coffee is cold.,,verified_data
8496,You are strong-minded.,,verified_data
8497,I do things at my own pace.,,verified_data
8498,I've just come back from a long trip.,,verified_data
8499,Asamoah really likes Boatemaa.,,verified_data
8500,That's a boat.,,verified_data
8501,I must save her at all costs.,,verified_data
8502,How can I get rid of him?,,verified_data
8503,It was my fault.,,verified_data
8504,I agree with what you say to some extent.,,verified_data
8505,January is the first month of the calendar.,,verified_data
8506,Children are prohibited from smoking.,,verified_data
8507,Asamoah began living by himself at the age of sixteen.,,verified_data
8508,It's not a difficult question.,,verified_data
8509,Three voted against the idea.,,verified_data
8510,We need your key.,,verified_data
8511,I have to be at the station at three o'clock.,,verified_data
8512,I would like a tourist visa.,,verified_data
8513,Did they live here?,,verified_data
8514,"I tried to stop their quarrel, but that was not easy.",,verified_data
8515,Asamoah wants to be famous.,,verified_data
8516,Chen is not American.,,verified_data
8517,We are eleven in all.,,verified_data
8518,Asamoah should get some rest.,,verified_data
8519,The hard work paid off.,,verified_data
8520,Accidents do happen.,,verified_data
8521,Do it as you are told.,,verified_data
8522,I can see you're good at this.,,verified_data
8523,Can we speak French?,,verified_data
8524,An accident may happen at any time.,,verified_data
8525,"Open the window and let some fresh air into the room, please.",,verified_data
8526,You should have accepted his advice.,,verified_data
8527,She defeated him.,,verified_data
8528,That's my fault.,,verified_data
8529,I won't be getting married this year.,,verified_data
8530,Someone must have taken my umbrella by mistake.,,verified_data
8531,Sometimes adults behave like children.,,verified_data
8532,How many suicides do you think there are every year in Japan?,,verified_data
8533,That's something I couldn't do.,,verified_data
8534,They should sue you.,,verified_data
8535,He cheated me.,,verified_data
8536,These flowers grow in warm countries.,,verified_data
8537,Looking at your Facebook friends' photos is a waste of time.,,verified_data
8538,Asamoah has much more experience than Boatemaa does.,,verified_data
8539,I don't feel like waiting any longer.,,verified_data
8540,It is impossible to read her handwriting.,,verified_data
8541,You may also come.,,verified_data
8542,I didn't want this to happen.,,verified_data
8543,It rained this afternoon.,,verified_data
8544,"What kind of music do you want to hear? ""Put on something romantic.""",,verified_data
8545,Asamoah refused to play poker with us.,,verified_data
8546,We really need a man like you here.,,verified_data
8547,I won't fail this time.,,verified_data
8548,Don't throw away a good opportunity.,,verified_data
8549,Did your wish come true?,,verified_data
8550,Asamoah's house is for sale.,,verified_data
8551,We hope you will enjoy the show.,,verified_data
8552,I heard strange noises coming from his bedroom.,,verified_data
8553,It's not a trick.,,verified_data
8554,Asamoah nodded his agreement.,,verified_data
8555,I can lend you one if you want.,,verified_data
8556,The hardest thing in life is knowing which bridges to cross and which bridges to burn.,,verified_data
8557,Today we have a lot of food.,,verified_data
8558,She has hundreds of books.,,verified_data
8559,"With the bridge destroyed, there was nothing to do but swim.",,verified_data
8560,He likes sleeping.,,verified_data
8561,They went whale watching.,,verified_data
8562,"When I opened the door, I broke the lock.",,verified_data
8563,The witnesses appeared before the judge.,,verified_data
8564,Could you give me change out of a hundred-dollar bill?,,verified_data
8565,Please tell Asamoah.,,verified_data
8566,There's another hitch.,,verified_data
8567,I had chicken pox when I was a kid.,,verified_data
8568,Asamoah doesn't want to spend the rest of his life in jail.,,verified_data
8569,We're having guests tomorrow night.,,verified_data
8570,Foreign direct investments in China amounted to $3 billion last year.,,verified_data
8571,"We have very little time, so listen carefully.",,verified_data
8572,We don't want to be separated.,,verified_data
8573,I assure you we're doing everything we can to find Asamoah.,,verified_data
8574,You'll pay for that.,,verified_data
8575,I've decided to continue doing that.,,verified_data
8576,Twist that knob to the right and the box will open.,,verified_data
8577,Hold the racket tight.,,verified_data
8578,Thank you for the present.,,verified_data
8579,That material's going to shrink if it's washed.,,verified_data
8580,Asamoah and Boatemaa are both wearing brown hats.,,verified_data
8581,Her house is close to the park.,,verified_data
8582,We saw the monkey at the zoo.,,verified_data
8583,He is a wolf in sheep's clothing.,,verified_data
8584,Asamoah is having lunch with the police chief.,,verified_data
8585,I've had enough of Asamoah and Boatemaa.,,verified_data
8586,Asamoah was lucky that he didn't get killed.,,verified_data
8587,I would go to the movies if I had the time.,,verified_data
8588,Asamoah hasn't said a word all evening.,,verified_data
8589,Asamoah needs to cancel his flight.,,verified_data
8590,Have something to eat.,,verified_data
8591,They just want to have fun.,,verified_data
8592,Asamoah can't figure it out.,,verified_data
8593,I'm an addict.,,verified_data
8594,She couldn't convince him to accept the bribe.,,verified_data
8595,We are not too young to tell what love is like.,,verified_data
8596,He loves fishing.,,verified_data
8597,Don't scare me like that!,,verified_data
8598,Your father's supporters are not limited to his friends.,,verified_data
8599,I've come to save Asamoah.,,verified_data
8600,I don't have the address with me.,,verified_data
8601,The girl wearing a white dress is my sister.,,verified_data
8602,I don't want to buy it.,,verified_data
8603,I feel so lost.,,verified_data
8604,The two enemies were face to face.,,verified_data
8605,Asamoah couldn't rule out the possibility that he was mistaken.,,verified_data
8606,Which parent does the child resemble?,,verified_data
8607,A DNA test proved he was innocent.,,verified_data
8608,He plays baseball tomorrow.,,verified_data
8609,"If we had wings, could we fly to the moon?",,verified_data
8610,He took the eggs out one by one.,,verified_data
8611,"Because Asamoah admitted he had taken bribes, he didn't get reelected.",,verified_data
8612,He's perfect at everything.,,verified_data
8613,He is old enough to travel alone.,,verified_data
8614,This knife is used to cut meat.,,verified_data
8615,I have nowhere else to go.,,verified_data
8616,Don't get on the train yet.,,verified_data
8617,Asamoah came here alone.,,verified_data
8618,He didn't pay attention to what she said.,,verified_data
8619,Few people came to the lecture.,,verified_data
8620,The plan won't work.,,verified_data
8621,Follow me and I will show you the way.,,verified_data
8622,"In a way, you are right.",,verified_data
8623,I have an identical twin.,,verified_data
8624,Asamoah hasn't heard from Boatemaa.,,verified_data
8625,Asamoah doubts if Boatemaa will come tomorrow.,,verified_data
8626,Don't smoke in bed.,,verified_data
8627,I regard him as an enemy.,,verified_data
8628,I don't need Asamoah.,,verified_data
8629,I'm very disappointed in you.,,verified_data
8630,Asamoah was sitting on a stool by the stove.,,verified_data
8631,How long is this pencil?,,verified_data
8632,"When I grow up, I want to be just like you.",,verified_data
8633,"Asamoah is quite conceited, isn't he?",,verified_data
8634,It's not far to Boston.,,verified_data
8635,That program will be broadcast throughout America.,,verified_data
8636,There's no speed limit.,,verified_data
8637,Who are those three men?,,verified_data
8638,I'd like to spend less time at work and more time at home.,,verified_data
8639,He gave me a push and got ahead of me.,,verified_data
8640,It was careless of you to lose the key.,,verified_data
8641,Asamoah never even called me back.,,verified_data
8642,Is there a bus stop nearby?,,verified_data
8643,"Far from being pleased, my father is very angry.",,verified_data
8644,Please push this button at once in case of emergency.,,verified_data
8645,Are you really too busy?,,verified_data
8646,They made me go there.,,verified_data
8647,Traveling abroad is very interesting.,,verified_data
8648,It's my favorite song.,,verified_data
8649,Life is unfair.,,verified_data
8650,Asamoah is helpful.,,verified_data
8651,Asamoah twisted the truth.,,verified_data
8652,I would like to see you before leaving for Europe.,,verified_data
8653,It will not be long before one out of five people owns a car.,,verified_data
8654,We have no time to waste.,,verified_data
8655,I got thirsty.,,verified_data
8656,I said you could leave.,,verified_data
8657,Asamoah did okay on the test.,,verified_data
8658,Let's just eat.,,verified_data
8659,He loved her.,,verified_data
8660,I have forgiven her already.,,verified_data
8661,I like to shop at that department store.,,verified_data
8662,You need a lawyer.,,verified_data
8663,Have you ever been mugged?,,verified_data
8664,Whose is this food?,,verified_data
8665,I'm very happy to be here.,,verified_data
8666,Reading a lot of books is a good thing.,,verified_data
8667,"Acting on advice from his astronomers, Alexander the Great decided not to attack Egypt and went to India instead.",,verified_data
8668,I got a letter from a friend of mine in London.,,verified_data
8669,President Johnson rejected the agreement.,,verified_data
8670,I'm putting all my effort into this project.,,verified_data
8671,Asamoah told Boatemaa the secret.,,verified_data
8672,Asamoah will probably tell Boatemaa to look out the window.,,verified_data
8673,Ask yourself why.,,verified_data
8674,"You go to school, don't you?",,verified_data
8675,They don't understand me when I speak German.,,verified_data
8676,I've told you over and over again not to do that.,,verified_data
8677,We don't need a ladder.,,verified_data
8678,Asamoah turned off the alarm.,,verified_data
8679,Did you understand everything that was said at the meeting?,,verified_data
8680,I came here to rescue you.,,verified_data
8681,We want to be in the group.,,verified_data
8682,"You know about that, don't you?",,verified_data
8683,Asamoah is taller and stronger than John.,,verified_data
8684,"I could have stayed a while longer, but I was getting tired, so I decided to leave.",,verified_data
8685,I attended the meeting in place of him.,,verified_data
8686,How would I know?,,verified_data
8687,Asamoah did a good job organizing the workers.,,verified_data
8688,I'd like to talk about your situation.,,verified_data
8689,I can type 50 words a minute.,,verified_data
8690,I hate cops like him.,,verified_data
8691,The reason is that I want to be an English teacher.,,verified_data
8692,You should've rejected such an unfair proposal.,,verified_data
8693,I escaped the accident by the skin of my teeth.,,verified_data
8694,He tried in vain to lift up the stone.,,verified_data
8695,"As long as good people do nothing, evil will triumph.",,verified_data
8696,It's not that bad.,,verified_data
8697,What's the date today?,,verified_data
8698,But do you like it?,,verified_data
8699,It was a mouse.,,verified_data
8700,The food's not ready yet.,,verified_data
8701,Many rivers in Japan are polluted by waste water from factories.,,verified_data
8702,He can't stop her.,,verified_data
8703,She helped the old man cross the road.,,verified_data
8704,I want to learn English.,,verified_data
8705,The boy tried moving the heavy sofa.,,verified_data
8706,Both of them are very brilliant.,,verified_data
8707,It was after a meeting in America that he decided to write a book for non-scientists.,,verified_data
8708,You could see the look of scorn on Asamoah's face.,,verified_data
8709,"She heard him scream, so she ran into his bedroom.",,verified_data
8710,I don't know why you have a problem with me.,,verified_data
8711,Shall we go together?,,verified_data
8712,The French like to make fun of Belgians.,,verified_data
8713,Why is everyone so mean to me?,,verified_data
8714,He always shows great determination in everything he undertakes.,,verified_data
8715,There must be something you can do.,,verified_data
8716,She stood up and walked to the window.,,verified_data
8717,He saved a lot of money.,,verified_data
8718,He took a walk before breakfast.,,verified_data
8719,He doesn't smoke.,,verified_data
8720,Asamoah has a closet full of trophies that he won at competitions.,,verified_data
8721,Asamoah writes well.,,verified_data
8722,He must have been rich.,,verified_data
8723,They have an extra bed.,,verified_data
8724,Don't act like you don't know what's happening.,,verified_data
8725,This is all you have to do now.,,verified_data
8726,Asamoah is incapable of losing.,,verified_data
8727,I am leaving next week.,,verified_data
8728,Stop showing off your iPhone.,,verified_data
8729,I don't know what to do first.,,verified_data
8730,Asamoah found out the truth from Boatemaa.,,verified_data
8731,Will she get well soon?,,verified_data
8732,Asamoah hasn't seen Boatemaa since 2013.,,verified_data
8733,There were all sorts of group activities.,,verified_data
8734,I might need your help.,,verified_data
8735,We will see whether he will recognize me or not.,,verified_data
8736,You betrayed me.,,verified_data
8737,This is my CD.,,verified_data
8738,Asamoah is a tough guy.,,verified_data
8739,She can't stand being treated like a child.,,verified_data
8740,Why in the world would I want to be a teacher?,,verified_data
8741,The book was published in 1689.,,verified_data
8742,Boatemaa put on her new dress for the party.,,verified_data
8743,Have you ever stirred your coffee with a fork?,,verified_data
8744,The kids are at school.,,verified_data
8745,She was wearing a black hat.,,verified_data
8746,I'll boil the potatoes for you.,,verified_data
8747,Asamoah heard Boatemaa snoring in class.,,verified_data
8748,"At this hour, there is incredible traffic.",,verified_data
8749,I remember both of you.,,verified_data
8750,It takes a lot of money to keep up such a big house.,,verified_data
8751,Asamoah used up all his money.,,verified_data
8752,I know next to nothing.,,verified_data
8753,She has long hair.,,verified_data
8754,It's not on the menu.,,verified_data
8755,I think it's intriguing.,,verified_data
8756,I work at the supermarket on the weekends.,,verified_data
8757,What's causing the delay?,,verified_data
8758,Asamoah couldn't speak French well.,,verified_data
8759,She was cleaning the house in preparation for a party.,,verified_data
8760,Asamoah didn't tell me.,,verified_data
8761,Asamoah did a lousy job.,,verified_data
8762,The sun is coming up.,,verified_data
8763,I have few friends.,,verified_data
8764,When was the last time you played soccer?,,verified_data
8765,"I held onto the rope for as long as I could, but I finally had to let go.",,verified_data
8766,What are you looking for?,,verified_data
8767,Are you going to work until 10:00?,,verified_data
8768,I don't like cooking.,,verified_data
8769,Asamoah has far more experience than Boatemaa.,,verified_data
8770,It is a black hole.,,verified_data
8771,I heard that Asamoah got married to a rich woman.,,verified_data
8772,I need to show you something.,,verified_data
8773,Please bring me some glasses.,,verified_data
8774,I heard a crash at about ten o'clock last night.,,verified_data
8775,Asamoah hopes to see you there.,,verified_data
8776,Is that all you bought?,,verified_data
8777,Please wait until the end of this month.,,verified_data
8778,Summer has ended.,,verified_data
8779,I have everything I need.,,verified_data
8780,He has two daughters.,,verified_data
8781,Don't count on his help.,,verified_data
8782,Am I not right?,,verified_data
8783,Here comes the bus.,,verified_data
8784,The meeting ended at 4:00 p.m.,,verified_data
8785,Boatemaa took out the eggs one by one.,,verified_data
8786,The party lasted more than three hours.,,verified_data
8787,Sweat is dripping from his face.,,verified_data
8788,I'd like to buy this doll.,,verified_data
8789,The police intervened in the disturbance.,,verified_data
8790,My father is not as old as he looks.,,verified_data
8791,The coat she said she wanted was extremely expensive.,,verified_data
8792,Asamoah isn't the man he used to be.,,verified_data
8793,The revolution has brought about many changes.,,verified_data
8794,We have plenty of time.,,verified_data
8795,Asamoah wanted money.,,verified_data
8796,My aunt goes to Germany every year.,,verified_data
8797,"You like classical music, don't you?",,verified_data
8798,Dinner is usually not ready until six o'clock.,,verified_data
8799,Asamoah doesn't know that I'm Canadian.,,verified_data
8800,Good night and sweet dreams.,,verified_data
8801,She went to Italy to study literature.,,verified_data
8802,Asamoah wanted to see you.,,verified_data
8803,We have experienced many changes over the last decade.,,verified_data
8804,The capital city of France is Paris.,,verified_data
8805,He put the ring on Abena's finger.,,verified_data
8806,I may give up soon and just take a nap.,,verified_data
8807,He was deserted by his friends.,,verified_data
8808,This river is deep enough to swim in.,,verified_data
8809,I want your respect.,,verified_data
8810,I'm not going to take that risk.,,verified_data
8811,"When did you return? ""I came back the day before yesterday.""",,verified_data
8812,We stayed overnight in Hakone.,,verified_data
8813,You are probably wrong.,,verified_data
8814,Do you still think you'll be able to do that by yourself?,,verified_data
8815,She interrupted him while he was speaking to my father.,,verified_data
8816,Asamoah was trained as a doctor.,,verified_data
8817,He treats his employees well.,,verified_data
8818,Asamoah wasn't able to read in the dim light.,,verified_data
8819,The Constitution gives certain rights to the states.,,verified_data
8820,The train got in on time.,,verified_data
8821,We don't have a dog.,,verified_data
8822,This road should have already been completed according to the original plan.,,verified_data
8823,Don't take chances.,,verified_data
8824,He was a good friend.,,verified_data
8825,Could you tell me my balance?,,verified_data
8826,That boy has black hair.,,verified_data
8827,Asamoah sat with Abena.,,verified_data
8828,I prefer swimming to skiing.,,verified_data
8829,Do not say such foolish things.,,verified_data
8830,Have you seen Asamoah on stage?,,verified_data
8831,What were they doing there?,,verified_data
8832,Let's be honest with each other.,,verified_data
8833,Have you ever eaten raw fish?,,verified_data
8834,Why are you in such a bad mood this evening?,,verified_data
8835,I can't give you the answer today.,,verified_data
8836,Stars are shining in the sky.,,verified_data
8837,I'm looking forward to seeing you next week.,,verified_data
8838,I bought lots of books.,,verified_data
8839,Tell me what I should be watching for.,,verified_data
8840,Her vanity knows no bounds.,,verified_data
8841,She denied having taken part in the scheme.,,verified_data
8842,We were studying all afternoon.,,verified_data
8843,I'll do it myself.,,verified_data
8844,I'll come to your place.,,verified_data
8845,Asamoah wanted Abena dead.,,verified_data
8846,Don't try to fool me.,,verified_data
8847,Your help will save us a lot of work.,,verified_data
8848,I don't want to waste your time.,,verified_data
8849,I got up at six-thirty this morning.,,verified_data
8850,We climbed the steep slope.,,verified_data
8851,I've been very patient with you.,,verified_data
8852,That's the most beautiful gift I've ever received.,,verified_data
8853,I think you haven't understood the question.,,verified_data
8854,We are so busy we'd take any help we could get.,,verified_data
8855,This is immoral.,,verified_data
8856,I'm too busy to help you do that.,,verified_data
8857,I don't want to hear any complaints.,,verified_data
